Toto Time,Chronos Time,Toto MASE,Chronos MASE,Toto CRPS,Chronos CRPS,Input Length
0.5032804012298584,0.05888199806213379,3.653623093639071,3.5929071051412595,0.5466096009270813,0.5411658052104225,4096
