Toto Time,Chronos Time,Toto MASE,Chronos MASE,Toto CRPS,Chronos CRPS,Input Length
1.5494349002838135,0.15198755264282227,0.5964110162623941,0.5746436846741422,9.08890905558319,4.005147946553281,4096
