Toto Time,Chronos Time,Toto MASE,Chronos MASE,Toto CRPS,Chronos CRPS,Input Length
0.2653355598449707,0.029078006744384766,0.8383630131836353,1.0326691963755008,0.4153107153757809,0.4772850565347012,2809
