Toto Time,Chronos Time,Toto MASE,Chronos MASE,Toto CRPS,Chronos CRPS,Input Length
1.2478430271148682,0.23467469215393066,1.5248242278753659,1.1186981277877572,2.258475696576737,1.474300841367943,2541
