Toto Time,Chronos Time,Toto MASE,Chronos MASE,Toto CRPS,Chronos CRPS,Input Length
1.5674352645874023,0.23524951934814453,1.056829998006435,1.1222138198261127,0.5985683943158604,0.5801005478985111,2537
