Toto Time,Chronos Time,Toto MASE,Chronos MASE,Toto CRPS,Chronos CRPS,Input Length
0.8697514533996582,0.14884471893310547,4.254537241366766,4.492218620428068,1.0631288270949488,1.330610035248184,4096
