Toto Time,Chronos Time,Toto MASE,Chronos MASE,Toto CRPS,Chronos CRPS,Input Length
1.1784658432006836,0.2225360870361328,7.1594257836564426,8.680742684007141,3.6069021475085954,3.2890826308443235,2542
