Toto Time,Chronos Time,Toto MASE,Chronos MASE,Toto CRPS,Chronos CRPS,Input Length
2.1583759784698486,0.16610026359558105,0.9262117199313848,0.9472946000745371,1.4362316617527207,1.3355738069986365,2621
