Toto Time,Chronos Time,Toto MASE,Chronos MASE,Toto CRPS,Chronos CRPS,Input Length
0.24701786041259766,0.029027938842773438,0.6295083063821606,0.6150100490912469,9.006754834950113,9.62153107460772,4096
