Toto Time,Chronos Time,Toto MASE,Chronos MASE,Toto CRPS,Chronos CRPS,Input Length
0.7058117389678955,0.17220354080200195,3.2237575074223024,3.26874865480367,0.8734618695015115,0.8983032471318884,4096
