Toto Time,Chronos Time,Toto MASE,Chronos MASE,Toto CRPS,Chronos CRPS,Input Length
1.3593769073486328,0.23065543174743652,6.109725963874395,6.101134311091768,0.8918879464451488,1.1206505024591347,4096
