Toto Time,Chronos Time,Toto MASE,Chronos MASE,Toto CRPS,Chronos CRPS,Input Length
0.2348029613494873,0.03121781349182129,0.9257720324437422,0.8428343908168453,1.169117856934804,1.1121459420745423,2813
