Toto Time,Chronos Time,Toto MASE,Chronos MASE,Toto CRPS,Chronos CRPS,Input Length
0.5981264114379883,0.06222105026245117,0.6050554981520702,0.578286612761084,9.522386593100101,6.79293914936949,4096
