Toto Time,Chronos Time,Toto MASE,Chronos MASE,Toto CRPS,Chronos CRPS,Input Length
0.7197589874267578,0.11055445671081543,4.615030807497801,4.663350306355353,1.1004953926449896,1.160854295919635,4096
