Toto Time,Chronos Time,Toto MASE,Chronos MASE,Toto CRPS,Chronos CRPS,Input Length
0.5187821388244629,0.06109976768493652,0.7948775562826554,0.712629525380761,1.1630720581120433,1.0188358449555743,2749
