Toto Time,Chronos Time,Toto MASE,Chronos MASE,Toto CRPS,Chronos CRPS,Input Length
0.2525289058685303,0.02931952476501465,0.5674771991623554,0.5204452514029677,1.434771668505483,1.3882596888710212,2808
