Toto Time,Chronos Time,Toto MASE,Chronos MASE,Toto CRPS,Chronos CRPS,Input Length
1.6745507717132568,0.16546225547790527,4.0331038982368295,4.503415716730968,1.0226266101607775,1.4025798165758303,4096
