Toto Time,Chronos Time,Toto MASE,Chronos MASE,Toto CRPS,Chronos CRPS,Input Length
1.3086016178131104,0.1525723934173584,1.0535802466451478,1.534330615585899,0.5532550443433403,0.7865612810622781,2617
