Toto Time,Chronos Time,Toto MASE,Chronos MASE,Toto CRPS,Chronos CRPS,Input Length
0.456737756729126,0.062247514724731445,0.7326630688053775,1.084753146361436,0.3767269902923772,0.49653367858572645,2745
