Toto Time,Chronos Time,Toto MASE,Chronos MASE,Toto CRPS,Chronos CRPS,Input Length
1.2152519226074219,0.12938761711120605,5.8371695864846185,5.791599867826503,0.8502626628390014,1.0331184027946354,4096
