Toto Time,Chronos Time,Toto MASE,Chronos MASE,Toto CRPS,Chronos CRPS,Input Length
0.521561861038208,0.058135986328125,0.7558893999820082,0.750644220811446,1.710318587922354,1.6753705394282545,2744
