Toto Time,Chronos Time,Toto MASE,Chronos MASE,Toto CRPS,Chronos CRPS,Input Length
0.46521759033203125,0.06428861618041992,0.9311769395162887,1.4763576573641626,0.5902068690299332,0.8034565024275233,2750
