Toto Time,Chronos Time,Toto MASE,Chronos MASE,Toto CRPS,Chronos CRPS,Input Length
0.34552597999572754,0.03660988807678223,4.150161457950835,4.305228789691218,0.6029343362405768,0.6030438350865344,4096
