Toto Time,Chronos Time,Toto MASE,Chronos MASE,Toto CRPS,Chronos CRPS,Input Length
0.2526679039001465,0.028850793838500977,0.6205992581869744,0.6055169433187692,0.38127731426722566,0.3700245329758211,2814
