Toto Time,Chronos Time,Toto MASE,Chronos MASE,Toto CRPS,Chronos CRPS,Input Length
1.6548190116882324,0.1932976245880127,0.6214045375929279,0.5983141114353985,9.621811915065454,3.2754393865267817,4096
